INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
975	971	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äºÚ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
976	972	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
977	973	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä»Æ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
978	974	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äÂÌ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
979	975	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±äÇ³À¶		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
980	980	0	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Thanh Long Chiªn Xa
981	981	0	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu BÕch H± Chiªn Xa
982	982	0	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Chu Tß¾c Chiªn Xa
983	983	0	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Huy«n Vû Chiªn Xa
984	984	0	Ore2_3							1	0	0	0	0		CßŞi Xuy Vßu Bàn C± Chiªn Xa
985	985	0	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Thanh Long Chiªn Xa
986	986	0	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng BÕch H± Chiªn Xa
987	987	0	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Chu Tß¾c Chiªn Xa
988	988	0	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng Huy«n Vû Chiªn Xa
989	989	0	FightSkillGaiBang_3							0	0	0	1	0		Mi­n D¸ch Giäm T¯c
990	990	0	FightSkillMingJiao1_3				g01_buff18		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Mi­n D¸ch Tán Công
991	991	0	FightSkillShaoLin2_3	g01_sl_zdo_mingjingtai_01		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Mi­n D¸ch Th¤t Minh
992	993	0	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		ÉíÌåÊÜ»÷µã	g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Ği¬m huy®t: Phong huy®t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc ğßşc
993	993	0	Ore2_3							1	0	0	0	0		CßŞi Viêm Hoàng bàn C± Chiªn Xa
994	994	0	Buff0_15		Skills\Sl\Sl_½ğ¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Ğ¸nh thân: không th¬ di chuy¬n ğ°ng th¶i không th¬ công kích ho£c sØ døng kÛ nång
995	1022	0	YuanDan1_1				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
996	1022	0	YuanDan1_4				g01_buff_Ê¥µ®ÀñºĞ02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
997	1022	0	YuanDan1_3				g01_buff_Ê¥µ®ÀñºĞ03		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
998	1022	0	YuanDan1_2				g01_buff_Ê¥µ®ÀñºĞ04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giáng Sinh Vui Vë
999	999	0	Buff4_16							0	0	0	0	0		Mi­n d¸ch kh¯ng chª và ğông cÑng
1000	1000	0	Buff4_16							0	0	0	0	0		Mi­n d¸ch kh¯ng chª
1001	30	0	Buff1_4							0	1	1	0	0		Phá trán: Gia tång sát thß½ng khi b¸ kÛ nång Hoä thiêu xích bích công kích
1002	34	0	Buff1_5							0	1	1	0	0		Hß nhßşc: Giäm b¾t Nµi công công kích
1003	1003	0	FightSkillXiaoYao1_5							0	0	1	0	0		Giao long xu¤t thuÖ: Khi b¸ Th§n long loÕn vû công kích s¨ r¾t vào trÕng thái Ğ¸nh thân
1004	23	0	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã	g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Th§n long loÕn vû: ğông cÑng, T¯c ğµ di chuy¬n b¸ giäm.
1005	1005	0	FightSkillXiaoYao1_7							0	0	1	0	0		Häi th¸ th§n lâu: Gia tång sát thß½ng khi b¸ kÛ nång Giao long loÕn vû công kích
1006	1006	0	FightSkillMingJiao_15				boss_¾µºşË®¹í_»ğÉÕ³à±Ú		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Höa thiêu xích bích: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 15 mét s¨ b¸ hi®u quä kéo dài cüa Höa công kích và Phá trán.
1007	1007	0	FightSkillGaiBang1_8				boss_¾µºşË®¹í_òÔÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Giao long loÕn vû: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 5 mét s¨ b¸ Höa công kích
1008	1008	0	FightSkillGaiBang_4				boss_¾µºşË®¹í_ò×ÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Th§n long loÕn vû: làm cho t¤t cä møc tiêu ğÑng g¥n trong phÕm vi 5 mét s¨ b¸ hi®u quä ğông cÑng giäm t¯c và Höa công kích.
1009	345	0	PetSkill3_3				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	1	0	0		Vß½ng Thú g¥m thét: thu hút quái v§t công kích bän thân
1010	58	0	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Cu°ng bÕo: hµi công tång
1011	25	0	Buff1_3							0	1	1	0	0		Phá tri«n: hµi thü giäm
1012	1012	0	FightSkillMingJiao_9	g01_em_buff1114	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	g01_dl_ÖĞ³å½£01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğ¦u Chuy¬n Tinh Di: g§y ông ğ§p lßng ông
1013	98	0	Buff1_5							0	1	1	0	0		Ğông cÑng: né tránh giäm
1014	1014	0	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Cu°ng bÕo: công kích tång, phòng thü giäm
1015	1015	0	PetSkill3_7				cw_shixueÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ham h§u: phòng thü tång, công kích giäm
1016	1016	0	Buff2_8				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Cu°ng bÕo: tång khä nång công kích, phòng thü giäm
1017	1017	0	PetSkill3_5				cw_shixue»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Bính m®nh: hµi công, chính xác tång; hµi thü, né tránh giäm
1018	1018	0	PetSkill4_1				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	1	0		Th¥n hñu: không g£p phäi sát thß½ng
1019	30	0	Buff1_4				g01_xy_jq_»Æ½ğ¼×_1		Í·¶¥×´Ì¬µã	0	0	0	0	0		S½ h· chï ği¬m: b¸ Vß½ng Ngæ Yên chï ra s½ h· cüa chiêu thÑc
1020	25	0	Buff1_3							0	1	1	0	0		Phá tri«n: kÛ nång loÕi phát công th¶i gian duy trì giäm
1021	1001	0	Buff4_16							0	0	0	0	0		Mi­n d¸ch hi®u quä mù và sş hãi
1022	1022	0	MakeMaterial8_16							0	0	0	0	0		Chúc phúc cüa Tuyªt Nhân: tång t¤t cä thuµc tính 10 ği¬m
1023	334	0	TaskTools3_3							0	0	0	1	0		M· Bäo Sß½ng Bäo Hµ: vô ğ¸ch, chï khi di chuy¬n hoåc sØ døng chiêu thÑc thì trÕng thái s¨ biªn m¤t
1024	1024	0	Buff9_6				g01_buff118_01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Quà t£ng 1 tháng 5: Sau khi BUFF biªn m¤t, có th¬ ğªn ch² trß·ng môn cüa môn phái ğ¬ nh§n quà
1025	1025	0	FightSkillkunxiansuo_6				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång cß¶ng lñc và th¬ lñc
1026	1026	0	FightSkillkunxiansuo_4				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång Chính Xác và công kích hµi tâm
1027	1027	0	FightSkillkunxiansuo_2				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång cß¶ng lñc và thân pháp
1028	1028	0	FightSkillkunxiansuo_8				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång nµi lñc và th¬ lñc
1029	1029	0	FightSkillkunxiansuo_1				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång Chính Xác và công kích hµi tâm
1030	1030	0	FightSkillkunxiansuo_10				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång nµi lñc và thân pháp
1031	1031	0	FightSkillkunxiansuo_5				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång th¬ lñc
1032	1032	0	FightSkillkunxiansuo_7				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång th¬ lñc và thân pháp
1033	1033	0	FightSkillkunxiansuo_9				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Gia tång thân pháp
1034	1034	0	Shenqi_3_5							0	1	1	0	0		Tång 5 ği¬m t¤t cä thuµc tính
1035	1035	0	Shenqi_3_1							0	1	1	0	0		Tång: 10% gi¾i hÕn huyªt, 5% gi¾i hÕn khí
1036	1036	0	Shenqi_3_3							0	1	1	0	0		Tång: 15% ngoÕi công, 5% ngoÕi thü
1037	1037	0	Shenqi_3_9							0	1	1	0	0		Tång: 15% nµi công, 5% nµi thü
1038	1038	0	Shenqi_3_6							0	1	1	0	0		Tång: 11% gi¾i hÕn huyªt, 6% gi¾i hÕn khí
1039	1039	0	Shenqi_3_2							0	1	1	0	0		Tång: 16% ngoÕi công, 6% ngoÕi thü
1040	1040	0	Shenqi_3_4							0	1	1	0	0		Tång: 16% nµi công, 6% nµi thü
1041	1041	0	Shenqi_3_7							0	1	1	0	0		Tång: 11% gi¾i hÕn huyªt, 6% gi¾i hÕn khí
1042	1042	0	Shenqi_3_8							0	1	1	0	0		Tång: 17% ngoÕi công, 6% ngoÕi thü
1043	1043	0	Shenqi_3_5							0	1	1	0	0		Tång: 17% nµi công, 6% nµi thü
1044	1044	0	Shenqi_3_1							0	1	1	0	0		Tång: 12% gi¾i hÕn huyªt, 8% gi¾i hÕn khí
1045	1045	0	Shenqi_3_3							0	1	1	0	0		Tång: 18% ngoÕi công, 8% ngoÕi thü
1046	1046	0	Shenqi_3_9							0	1	1	0	0		Tång: 18% nµi công, 8% nµi thü
1047	1047	0	Shenqi_3_6							0	1	1	0	0		Ngßng Lñc Chi H°n: Có tÖ l® nh¤t ğ¸nh tång cß¶ng lñc cüa bän thân
1048	1048	0	Shenqi_3_2							0	1	1	0	0		Tång cß¶ng lñc
1049	1049	0	Shenqi_3_4							0	1	1	0	0		Tø Linh Chi H°n: Có tÖ l® nh¤t ğ¸nh tång nµi lñc cüa bän thân
1050	1050	0	Shenqi_3_7							0	1	1	0	0		Tång nµi lñc
1051	1051	0	Shenqi_3_8							0	1	1	0	0		Cß¶ng Th¬ Chi H°n: Có tÖ l® nh¤t ğ¸nh tång th¬ lñc cüa bän thân
1052	1052	0	RideHeader5_4							0	0	0	0	0		Tång th¬ lñc
1053	1053	0	Buff13_9							1	0	0	0	0		C¯ Ğ¸nh Chi H°n: Có tÖ l® nh¤t ğ¸nh tång trí lñc cüa bän thân
1054	1054	0	Buff13_9							0	0	1	0	0		Tång trí lñc
1055	462	0	Necklace2_15				buff_ÖØÂ¥ÍûÔÂ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Du Thân Chi H°n: Có tÖ l® nh¤t ğ¸nh tång thân pháp cüa bän thân
1056	1056	3000	Buff1_9				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång thân pháp
1057	1057	3000	WuhunSkill2_3							0	0	0	1	0		L® Cß½ng Chi H°n: Có tÖ l® nh¤t ğ¸nh tång ngoÕi công cüa bän thân
1058	1058	3000	WuhunSkill2_3				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång ngoÕi công
1059	1059	3000	WuhunSkill2_4							0	0	0	1	0		Toàn Nhu Chi H°n: Có tÖ l® nh¤t ğ¸nh tång nµi công cüa bän thân
1060	1060	3000	WuhunSkill2_4				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång nµi công
1061	1061	3000	WuhunSkill2_5							0	0	0	1	0		Võ Nh§n Chi H°n: Có tÖ l® nh¤t ğ¸nh tång ngoÕi thü cüa bän thân
1062	1062	3000	WuhunSkill2_5				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång ngoÕi thü
1063	1063	3000	WuhunSkill2_6							0	0	0	1	0		Âm Miên Chi H°n: Có tÖ l® nh¤t ğ¸nh tång nµi thü cüa bän thân
1064	1064	3000	WuhunSkill2_6				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång nµi thü
1065	1065	3000	WuhunSkill2_7							0	0	0	1	0		Tinh Chu¦n Chi H°n: Có tÖ l® nh¤t ğ¸nh tång Chính Xác cüa bän thân
1066	1066	3000	WuhunSkill2_7				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång Chính Xác
1067	1067	3000	WuhunSkill2_8							0	0	0	1	0		Linh Sái Chi H°n: Có tÖ l® nh¤t ğ¸nh tång Né Tránh cüa bän thân
1068	1068	3000	WuhunSkill2_8				buff_Îä»êÔöÒæ		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Tång Né Tránh
1069	1069	3000	Buff1_9							0	0	0	1	0		PhÕp Lñc Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm cß¶ng lñc cüa møc tiêu
1070	1070	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm cß¶ng lñc
1071	1071	3000	Buff1_9							0	0	0	1	0		Di®t Linh Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi lñc cüa møc tiêu
1072	1072	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi lñc
1073	1073	3000	WuhunSkill2_15							0	0	0	1	0		Phá Th¬ Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm th¬ lñc cüa møc tiêu
1074	1074	3000	WuhunSkill2_15				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm th¬ lñc
1075	1075	3000	Buff1_9							0	0	0	1	0		LoÕn Ğ¸nh Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm trí lñc cüa møc tiêu
1076	1076	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm trí lñc
1077	1077	3000	Buff1_9							0	0	0	1	0		Trùng Thân Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm thân pháp cüa møc tiêu
1078	1078	3000	Buff1_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm thân pháp
1079	1079	3000	WuhunSkill2_9							0	0	0	1	0		ĞoÕn Cß½ng Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm ngoÕi công cüa møc tiêu
1080	1080	3000	WuhunSkill2_9				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm ngoÕi công
1081	1081	3000	WuhunSkill2_10							0	0	0	1	0		Li®t Nhu Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi công cüa møc tiêu
1082	1082	3000	WuhunSkill2_10				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi công
1083	1083	3000	WuhunSkill2_11							0	0	0	1	0		Äm Nh§n Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm ngoÕi thü cüa møc tiêu
1084	1084	3000	WuhunSkill2_11				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm ngoÕi thü
1085	1085	3000	WuhunSkill2_12							0	0	0	1	0		Thích Miên Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm nµi thü cüa møc tiêu
1086	1086	3000	WuhunSkill2_12				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm nµi thü
1087	1087	3000	WuhunSkill2_13							0	0	0	1	0		Nhi­u Chu¦n Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm Chính Xác cüa møc tiêu
1088	1088	3000	WuhunSkill2_13				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm Chính Xác
1089	1089	3000	WuhunSkill2_14							0	0	0	1	0		Tuy®t Sái Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm Né Tránh cüa møc tiêu
1090	1090	3000	WuhunSkill2_14				buff_Îä»êĞéÈõ		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm Né Tránh
1091	1091	3000	WuhunSkill2_15							0	0	0	1	0		Cß¶ng Kích Chi H°n: Có tÖ l® nh¤t ğ¸nh gây sát thß½ng tång thêm
1092	1092	3000	WuhunSkill2_16							0	0	0	1	0		Tuy®t Khí Chi H°n: Có tÖ l® nh¤t ğ¸nh làm giäm chân khí ğ¯i phß½ng
1093	1093	3000	WuhunSkill3_1							0	0	0	1	0		Thßşng Võ Chi H°n: Có tÖ l® nh¤t ğ¸nh tång t¤t cä thuµc tính cüa bän thân
1094	1094	3000	WuhunSkill3_1				buff_Îä»êÉĞÎäÖ®»ê		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tång t¤t cä thuµc tính
1095	1095	3000	WuhunSkill3_2							0	0	0	1	0		Tuy®t Tình Chi H°n: Có tÖ l® nh¤t ğ¸nh giäm møc tiêu t¤t cä thuµc tính
1096	1096	3000	WuhunSkill3_2				buff_Îä»ê¾øÇéÖ®»ê		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Giäm t¤t cä thuµc tính
1100	1100	2000	Shenqi_3_5							1	0	0	0	0		Xích Di­m CØu Vån: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1101	1101	2000	Shenqi_3_9							1	0	0	0	0		Hàm Quang Lµng Änh: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1102	1102	2000	Shenqi_3_7							1	0	0	0	0		Toái Tình Vø Änh: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tuy®t Di®u Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång công kích hµi tâm cüa bän thân, giäm phòng ngñ hµi tâm ğ¯i phß½ng 
1103	1103	2000	Shenqi_3_4							1	0	0	0	0		Lôi Minh Ly Höa: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tinh di®u nh¤t kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång Chính xác cüa bän thân, giäm Né tránh cüa ğ¯i phß½ng 
1104	1104	2000	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Chu Lam DÕ: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1105	1105	2000	Shenqi_6				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Chu Lam DÕ: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1106	1106	2000	PetSkill6_15	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Giäm T¯c: giäm 45% t¯c ğµ di chuy¬n 
1107	1107	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Phá Tri«n: nµi ngoÕi thü giäm 2400
1108	1108	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Hß Nhßşc: nµi ngoÕi công giäm 2400
1109	1109	2000	Shenqi_3_6							1	0	0	0	0		VÕn Nh§n Long Uyên: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1110	1110	2000	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1111	1111	2000	Shenqi_3_2							1	0	0	0	0		Chuy¬n H°n Di®t Phách: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1112	1112	2000	Shenqi_7				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1113	1113	2000	Shenqi_13				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1114	1114	2000	Shenqi_13				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi HÕ Long Tß¾c: ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1115	1115	2000	Shenqi_3_1							1	0	0	0	0		Träm ¿u ĞoÕn S¥u: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1116	1116	2000	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1117	1117	2000	Shenqi_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1118	1118	2000	Shenqi_3_3							1	0	0	0	0		D¸ch Thiên Phá Tà: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Ph¤n Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång ngoÕi công bän thân, giäm ngoÕi thü ğ¯i phß½ng 
1119	1119	2000	Shenqi_14				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1120	1120	2000	Shenqi_14				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1121	1121	2000	Shenqi_11				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
1122	1122	2000	Shenqi_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1123	1123	2000	Shenqi_3_8							1	0	0	0	0		Thiên Tinh Di®u Dß½ng: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1124	1124	2000	Shenqi_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1125	1125	2000	Shenqi_8				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1126	1126	1000	PetChapletBuff1_5							1	0	0	0	0		Tång cß¶ng lñc và th¬ lñc
1127	1127	1000	PetChapletBuff1_12							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1128	1128	1000	PetChapletBuff1_14							1	0	0	0	0		Tång cß¶ng lñc và thân pháp
1129	1129	1000	PetChapletBuff1_2							1	0	0	0	0		Tång nµi lñc và th¬ lñc
1130	1130	1000	PetChapletBuff1_12							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1131	1131	1000	PetChapletBuff1_14							1	0	0	0	0		Tång nµi lñc và thân pháp
1132	1132	1000	PetChapletBuff1_1							1	0	0	0	0		Tång th¬ lñc
1133	1133	1000	PetChapletBuff1_14							1	0	0	0	0		Tång th¬ lñc và thân pháp
1134	1134	1000	PetChapletBuff1_14							1	0	0	0	0		Gia tång thân pháp
1135	1135	1000	PetChapletBuff1_9							1	0	0	0	0		Tång cß¶ng lñc và th¬ lñc
1136	1136	1000	PetChapletBuff1_11							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1137	1137	1000	PetChapletBuff1_16							1	0	0	0	0		Tång cß¶ng lñc và thân pháp
1138	1138	1000	PetChapletBuff1_8							1	0	0	0	0		Tång nµi lñc và th¬ lñc
1139	1139	1000	PetChapletBuff1_11							1	0	0	0	0		Tång Chính Xác và Hµi Tâm
1140	1140	1000	PetChapletBuff1_16							1	0	0	0	0		Tång nµi lñc và thân pháp
